,gene_expression,copy_number
JAK3,0.2509615735332188,0.918954622281231
MDS2,0.0,0.9138096280203571
ACKR3,0.1243281350022017,1.0839038104179106
RUNX1T1,0.0,1.04509909044499
CDKN1B,5.275752048828529,0.8915301228476508
CNBP,7.996614714815362,1.0735932810752538
ATRX,4.097610796626422,0.640206468069557
ELL,2.776103988073164,0.918954622281231
CLTCL1,1.1043366598147355,1.3480433857815817
FLT3,0.01435529297707,1.051863978582858
FBXW7,2.853995647176393,0.8786474484934187
FGFR2,4.328405658958567,1.3616012497034602
LARP4B,4.695437110405369,1.044689926644648
FAT3,0.0,1.0915322228400288
HLF,0.1110313123887439,1.117455921417883
VTI1A,3.694880192799191,1.3616012497034602
PAX3,0.0,1.0839038104179106
FAM47C,0.0,0.640206468069557
SDHAF2,5.064365540263628,1.1078846588238394
ZNF479,0.0,0.9033428972935268
MLH1,4.995936703504587,0.8974741389926912
MYOD1,0.0,1.1078846588238394
XPA,3.468583317006828,0.8975904011509346
HOXD11,0.0,1.0839038104179106
PRRX1,0.0,1.08286402215474
DNMT3A,2.6622054996536164,0.9031879441246532
STIL,4.20945336562895,1.2878340019277614
SH2B3,2.513490745588118,0.9027720383090572
TCF3,6.374170076068501,0.9279183524706704
KIF5B,5.90159099190337,1.0268126181317163
KRAS,3.896271848807375,1.2622687351749429
CD79A,0.3895668117627256,0.92385922946708
KIT,0.0840642647884745,0.8843486739371291
ZNF331,0.1763227726404629,0.92385922946708
TLX1,0.0,1.3616012497034602
ASPSCR1,3.700439718141092,0.9251551585215972
TRRAP,4.189033824390017,1.4723080232868482
DROSHA,5.522620761042079,1.3967901397945603
HOXA9,0.4854268271702416,0.8982177556066012
WWTR1,5.911931212309049,1.0735932810752538
ERCC5,3.912649864897204,1.0678903576329684
TFG,6.458283563635973,1.0735932810752538
BAP1,4.48155728070859,0.902222825924146
MAPK1,5.422569410860832,1.3480433857815817
CEBPA,0.0840642647884745,0.918954622281231
FOXP1,2.263034405833794,0.902222825924146
MITF,3.844988156682612,0.902222825924146
MUC4,5.526068811667588,1.0735932810752538
PCSK7,4.363171077119244,1.0915322228400288
OMD,0.01435529297707,0.8975904011509346
FCRL4,0.0,1.08286402215474
POLD1,4.993221467368938,0.92385922946708
NF2,5.067380578019059,0.9145375933414428
EZR,8.565749479368844,0.8801047255613742
TOP1,6.324810603420484,0.9384501899744851
SMAD3,5.361417466789213,1.0241132057946944
FLNA,9.615225000357386,0.640206468069557
COL3A1,0.1505596765753814,1.0839038104179106
CTNNA2,0.0,0.9031879441246532
CDC73,5.053111336459563,1.08286402215474
NFKBIE,3.877744249949002,1.0930380879496455
ETV5,4.55028504908841,1.0735932810752538
MNX1,0.7570232465074596,0.8946427400008607
FANCA,4.92837032301897,1.059836099947184
RB1,4.032100843167024,1.0678903576329684
AR,0.0285691521967709,0.640206468069557
PTPRD,0.01435529297707,0.8975904011509346
BCL2L12,5.693208148910016,0.92385922946708
MYCN,0.1634987322828795,0.9031879441246532
NBEA,1.9597701552114672,1.022812743967676
LATS2,1.713695814843359,0.6495358668150917
APOBEC3B,4.361768359419154,0.4431648305560512
ARHGEF12,3.442280035252584,1.0915322228400288
CARD11,4.017031080527841,0.9252829763730208
LMO2,0.6870606883398922,1.1078846588238394
ATR,3.6926503700355298,1.0735932810752538
CDKN2C,3.1667154449664223,1.2878340019277614
LIFR,2.341985747228616,1.3967901397945603
PTPRT,0.0,0.9384501899744851
DAXX,6.136888607903066,1.0930380879496455
TBL1XR1,5.784765696316387,1.0735932810752538
MLLT11,0.3103401206121505,1.08286402215474
PMS2,2.689299160535892,0.9012826085825484
ERBB3,3.9457949567400608,0.9027720383090572
LCK,0.8399595874895318,0.9138096280203571
CSF3R,0.1243281350022017,0.9138096280203571
HOXC11,2.6848187375532224,0.9027720383090572
FANCE,3.028569152196771,1.0930380879496455
CCR4,0.0,0.8974741389926912
N4BP2,1.2868811477881614,0.8843486739371291
RUNX1,4.956521363333119,0.8968971576973561
LASP1,7.279285560846542,1.117455921417883
QKI,5.6760981209122185,0.8801047255613742
SRC,3.902073579310743,0.9384501899744851
TFEB,0.3673710656485294,1.0930380879496455
MSI2,3.825785627464792,1.117455921417883
RGPD3,0.137503523749935,1.0839038104179106
BCLAF1,5.490249210627085,0.8769650700264217
SPOP,4.971313624068879,1.117455921417883
SND1,6.591260524621525,0.8946427400008607
MYH9,8.116239979469368,0.9145375933414428
CCNE1,4.028569152196771,0.918954622281231
SFPQ,7.770234406314974,0.9138096280203571
LRP1B,0.0,1.0839038104179106
AFF4,4.044394119358453,1.070864743783282
SIRPA,2.769771739249448,0.8698704022961168
BCL10,4.152994605492435,1.0985609869203896
PTEN,4.717539343391165,1.3616012497034602
PRDM1,0.5655971758542251,0.8769650700264217
FGFR4,0.5459683691052926,1.070864743783282
DDR2,0.2016338611696504,1.08286402215474
PWWP2A,2.8439838440483265,1.070864743783282
SYK,3.241840183564671,0.8975904011509346
BLM,2.6182386555954547,1.0241132057946944
KIAA1549,1.4276061727818994,0.8946427400008607
ARNT,3.689299160535892,1.08286402215474
CNOT3,5.087462841250339,0.92385922946708
RSPO2,0.0,1.04509909044499
SETD1B,2.3015876466031866,0.9027720383090572
TTL,3.523561956057013,1.0839038104179106
NCOR1,4.5855634984556914,0.905777190078041
ZMYM3,3.15704371014558,0.640206468069557
BUB1B,5.424250286084049,1.028465905993921
DNAJB1,6.3795516533654935,0.9279183524706704
RABEP1,3.871843648509318,0.905777190078041
POU2AF1,0.0565835283663675,1.0915322228400288
CDH17,0.0285691521967709,1.04509909044499
CANT1,5.806324057390029,1.122617530072276
NTHL1,6.06888573730101,0.8994177436404924
HIP1,2.51096191927738,1.2727551048634804
S100A7,0.0,1.08286402215474
CDK4,7.327238248261425,0.9027720383090572
SDHD,6.217812330838862,1.0915322228400288
CDK6,4.276496665640356,1.3222680211474642
CUX1,5.09887428674445,0.8946427400008607
CYP2C8,0.0285691521967709,1.3616012497034602
MEN1,4.952333566369686,1.1078846588238394
NR4A3,0.0285691521967709,0.8975904011509346
CACNA1D,0.0565835283663675,0.902222825924146
ARHGEF10L,1.989139007368233,0.9138096280203571
FEN1,6.316145742293356,1.1078846588238394
NPM1,11.294563315621016,1.070864743783282
CHD4,6.403949364232865,0.8915301228476508
TMEM127,4.069530325162305,1.2711309948582454
CDKN2A,4.661635602335959,0.8975904011509346
RAF1,5.032982416699428,0.8904118852647994
ABL2,4.069530325162305,1.08286402215474
ROS1,0.1505596765753814,0.8769650700264217
MAP3K13,4.560714954474479,1.0735932810752538
ACVR2A,1.495695162624069,1.0839038104179106
SPEN,4.181897643108388,0.9138096280203571
ERC1,0.7311832415722002,0.8915301228476508
FAT1,5.5456595400254685,0.8786474484934187
BTG1,5.377123749129487,0.9027720383090572
CTNNB1,6.624978179569036,0.902222825924146
CDKN1A,5.181102550753798,1.0930380879496455
NAB2,2.9467308601403097,0.9027720383090572
FLI1,0.0426443374084937,1.0915322228400288
MALT1,3.097610796626422,0.64169188194432
RPN1,7.3824943402931185,1.0735932810752538
PRF1,0.01435529297707,1.3616012497034602
MN1,1.3448284969974411,0.899151958988869
HLA-A,9.655011867854482,1.0930380879496455
PER1,1.7355221772965377,0.905777190078041
RSPO3,0.0,0.8769650700264217
FNBP1,3.4356285940520905,0.8975904011509346
FCGR2B,0.0285691521967709,1.08286402215474
SUFU,2.4436066514756147,1.3616012497034602
NCOA2,2.3978029618624896,1.04509909044499
HNRNPA2B1,9.460435417881246,0.8982177556066012
HRAS,5.527320607877047,1.1078846588238394
MLLT10,4.45022149589718,1.0268126181317163
PTPRB,0.8318772411916731,0.9027720383090572
KDR,0.01435529297707,0.8843486739371291
TMPRSS2,3.5223068928713888,0.8968971576973561
AXIN1,3.7092906357233577,0.8994177436404924
POLQ,2.792855352362489,1.0735932810752538
FOXO1,2.3757345385831563,1.0678903576329684
PTK6,4.661065479806948,0.932934149675305
KDM6A,3.266036893995317,0.640206468069557
SRSF2,7.763278772422609,0.9273027478904012
MYB,0.8073549220576041,0.8769650700264217
JAK1,4.947198584262056,1.0985609869203896
MLF1,2.3978029618624896,1.0735932810752538
MYCL,0.903038270112912,0.9138096280203571
CREB3L2,3.282439805006387,0.8946427400008607
PTCH1,2.137503523749935,0.8975904011509346
CASP9,2.910732661902913,0.9138096280203571
ETNK1,2.908812907739547,0.8915301228476508
NOTCH2,3.662205499653616,1.0985609869203896
HOXA13,0.01435529297707,0.8982177556066012
PLCG1,3.073820233291672,0.9384501899744851
SMARCB1,6.309794643874583,0.899151958988869
NCOA1,1.883620816285672,0.9031879441246532
XPC,3.2883585621936606,0.8904118852647994
PPFIBP1,4.074676686294496,1.2622687351749429
IGF2BP2,5.182295025025483,1.0735932810752538
RNF43,2.9726926540042644,1.117455921417883
BCORL1,1.6276068381296498,0.640206468069557
CIITA,0.3673710656485294,0.8994177436404924
CXCR4,4.636334602442182,1.0839038104179106
CAMTA1,5.378164779871632,0.9149780472702996
ASXL1,4.5496691707264905,0.9384501899744851
TP53,6.236492618381302,0.905777190078041
SS18,5.724104519866845,1.0866503968774892
B2M,10.588152437078993,1.028465905993921
ESR1,0.0285691521967709,0.8769650700264217
RECQL4,5.124328135002202,1.0770190804671087
TPR,4.710944154575872,1.08286402215474
PICALM,6.802580986072204,1.0915322228400288
JUN,5.28021399581062,1.0985609869203896
NOTCH1,2.263034405833794,0.8975904011509346
MGMT,0.0565835283663675,1.3616012497034602
SMARCA4,5.797272432029972,0.9279183524706704
RMI2,4.24031432933371,0.8994177436404924
NUTM2A,0.4750848829487828,1.3616012497034602
BTK,0.0426443374084937,0.640206468069557
AFF1,2.430285272977781,0.8786474484934187
ACSL6,0.1110313123887439,1.070864743783282
RPL10,11.308054559066637,0.640206468069557
PMS1,3.583759753639499,1.0839038104179106
MAP2K4,3.91169158187234,0.905777190078041
STRN,2.871843648509318,0.9031879441246532
BCOR,2.671293372481576,0.640206468069557
EBF1,0.1243281350022017,1.070864743783282
MAX,5.456149034647996,1.1017808918318492
FANCF,2.035623909730721,1.1078846588238394
TNC,0.5459683691052926,0.8975904011509346
CRTC1,1.948600847493356,0.918954622281231
CHST11,3.3909427728025427,0.9027720383090572
VAV1,0.1634987322828795,0.9279183524706704
FOXR1,0.0,1.0915322228400288
ATM,3.876762490781555,1.0915322228400288
DNM2,5.666472568842073,0.9279183524706704
NUTM1,0.01435529297707,1.028465905993921
CSMD3,0.0,1.04509909044499
PPM1D,2.4802651220544627,1.117455921417883
ATF1,3.8982083525087177,0.9027720383090572
BRCA1,4.5915597458278015,1.117455921417883
HERPUD1,6.268658955027672,1.059836099947184
STAG2,4.841469999465799,0.640206468069557
CLP1,3.734438666137167,1.1078846588238394
RHOH,0.2016338611696504,0.8843486739371291
AMER1,0.722466024471091,0.640206468069557
NDRG1,4.616475328782878,1.0770190804671087
PDGFB,4.634012356402116,0.9147042717921116
CASP3,3.761285273361619,0.8786474484934187
TSC2,5.268658955027672,0.8994177436404924
KDSR,3.843983844048328,0.64169188194432
PTPN11,5.6604951318885135,0.9027720383090572
SFRP4,0.01435529297707,0.8982177556066012
EZH2,5.114367024952,0.8946427400008607
FAT4,0.7048719644563528,0.8786474484934187
WT1,0.1634987322828795,1.1078846588238394
ELK4,2.9523335663696857,1.08286402215474
NUP98,5.727920454563199,1.1078846588238394
EIF4A2,8.261013593842941,1.0735932810752538
ACSL3,6.705425039042727,1.0839038104179106
MPL,0.2265085298086797,0.9138096280203571
BIRC6,3.942983598187102,0.9031879441246532
YWHAE,8.907581721413274,0.905777190078041
EXT2,5.24069594421251,1.1078846588238394
PAX5,0.0285691521967709,0.8975904011509346
FEV,0.0976107966264223,1.0839038104179106
DDB2,3.956985924612576,1.1078846588238394
KAT7,4.090853430451113,1.117455921417883
NTRK1,0.0,1.08286402215474
CCDC6,4.329123596291566,1.3616012497034602
PIK3R1,0.6135316529179271,1.0727699792819565
ARHGAP26,3.250961573533219,1.070864743783282
GNAQ,2.454175893185802,0.8975904011509346
TCL1A,0.0976107966264223,1.1235099856851405
NFE2L2,5.944624223055033,1.0839038104179106
TGFBR2,5.61882595258744,0.8974741389926912
FSTL3,5.463033855317493,0.9279183524706704
GPHN,3.71918344048179,1.1017808918318492
IL6ST,4.738227400367242,1.0727699792819565
TPM4,8.276729279600792,0.9279183524706704
TNFRSF17,0.070389327891398,0.8994177436404924
TFRC,6.860466258517167,1.0735932810752538
GNA11,4.4409521980296365,0.9279183524706704
ALDH2,3.845991770664573,0.9027720383090572
CDH11,3.0426443374084937,1.059836099947184
AFF3,0.3103401206121505,1.0839038104179106
CBL,2.440952198029637,1.0915322228400288
COL2A1,0.070389327891398,0.9027720383090572
TCF12,4.05484847699562,1.0241132057946944
PHOX2B,0.0285691521967709,0.8843486739371291
SETD2,3.607626220845488,0.902222825924146
CCNB1IP1,5.022367813028454,1.0848739674838677
BCL11B,0.0,1.1235099856851405
NFATC2,2.7420062108667365,1.4981394550934566
MLLT1,3.8904466926799057,0.9279183524706704
PIK3CA,2.7676547982373463,1.0735932810752538
KLK2,0.1243281350022017,0.92385922946708
XPO1,6.152183419055046,0.9031879441246532
GOLGA5,4.770300489499416,1.0922849818477964
IL2,0.0,0.8786474484934187
ZBTB16,0.0,1.0915322228400288
HSP90AA1,10.325305455089682,1.1235099856851405
BRCA2,2.980025300238734,1.051863978582858
IKZF1,0.0426443374084937,0.9033428972935268
NRAS,5.207892851641333,1.0985609869203896
SMARCE1,6.649471757181635,1.117455921417883
DDIT3,5.564073255736941,0.9027720383090572
PSIP1,5.37016428054021,0.8975904011509346
ARID2,2.587364990936461,0.9027720383090572
KLF6,6.1174872663259245,1.0268126181317163
MDM4,2.7548875021634687,1.08286402215474
TRIM24,2.2357270598380583,0.8946427400008607
HSP90AB1,10.466382408813557,1.0930380879496455
ZRSR2,3.049630767724601,0.640206468069557
MET,6.501279898507032,0.8946427400008607
PIM1,4.235727059838059,1.0930380879496455
MACC1,4.833902076669164,0.8982177556066012
CASP8,4.9429835981871015,1.0839038104179106
MB21D2,2.077242998932461,1.0735932810752538
CBFB,4.780835001738229,1.059836099947184
ERCC2,3.782408564927373,0.92385922946708
MECOM,1.584962500721156,1.0735932810752538
SMO,0.3895668117627256,0.8946427400008607
CCND1,7.0557162635125446,1.0915322228400288
MUC1,7.411765185006983,1.08286402215474
CBLB,2.1602748314085933,1.0735932810752538
AKT3,3.658782734012828,1.08286402215474
TP63,0.5058909297299572,1.0735932810752538
PIK3CB,3.412781525338476,1.0735932810752538
SDC4,5.994805976084931,0.9384501899744851
NSD1,3.992768430768924,1.070864743783282
LMNA,8.760287489906059,1.08286402215474
WAS,0.1890338243900171,0.640206468069557
RBM15,3.192194165283345,1.0985609869203896
GOPC,3.524815928357506,0.8769650700264217
SET,8.558803340254302,0.8975904011509346
ETV6,2.553360503335328,0.8915301228476508
FUBP1,6.657211248443792,1.0985609869203896
FOXA1,2.954196310386876,1.1017808918318492
SETBP1,0.01435529297707,0.64169188194432
FES,0.0840642647884745,1.0241132057946944
CALR,9.860761099361447,0.9279183524706704
RAD51B,3.303050084681673,1.1017808918318492
NACA,10.520422248526446,0.9027720383090572
CREB3L1,0.1243281350022017,1.1078846588238394
THRAP3,5.4015622072560685,0.9138096280203571
PRKCB,0.0,0.8994177436404924
EWSR1,7.613826290934041,0.9145375933414428
SETDB1,4.75702324650746,1.08286402215474
PPP2R1A,6.590362488463746,0.92385922946708
MUC16,3.791814071161826,0.9279183524706704
FHIT,0.2986583155645151,0.902222825924146
TBX3,0.070389327891398,0.9027720383090572
COL1A1,1.1176950426697545,1.117455921417883
CDK12,3.991861930556323,1.117455921417883
FLT4,0.01435529297707,1.070864743783282
ABL1,3.51096191927738,0.8975904011509346
AKT2,5.412442824775613,0.918954622281231
BRD3,2.655351828612554,0.8975904011509346
FANCG,5.377470842849648,0.8975904011509346
POT1,3.001802242633985,0.8946427400008607
GATA2,0.2265085298086797,1.0735932810752538
GATA3,1.859969548221026,1.0268126181317163
KCNJ5,0.0840642647884745,1.0915322228400288
PCBP1,7.5259905383289425,0.9031879441246532
ALK,0.2265085298086797,0.9031879441246532
CHEK2,4.058316495590823,0.8359687711034647
PHF6,3.807354922057604,0.640206468069557
GAS7,0.1505596765753814,0.905777190078041
FBXO11,3.972692654004264,0.9031879441246532
PRDM2,2.169925001442312,0.8297720679208349
ACVR1,3.4918530963296748,1.0839038104179106
FAS,2.541019153133559,1.3616012497034602
ERCC3,5.248686626873828,1.0839038104179106
POLE,4.294253136444514,0.9027720383090572
SDHA,6.399683808997009,1.3967901397945603
ERCC4,1.811471030529836,0.8994177436404924
CHN1,0.7570232465074596,1.0839038104179106
FGFR3,0.4222330006830478,0.8925566418421358
ATP2B3,0.0,0.640206468069557
FOXO4,0.918386234446348,0.640206468069557
SIX2,0.01435529297707,0.9031879441246532
USP8,4.980939266085512,1.0241132057946944
ATP1A1,7.794155897876407,1.0985609869203896
GPC5,0.0,1.0678903576329684
TRIM33,4.040892430646901,1.0985609869203896
SMC1A,5.389222616355895,0.640206468069557
GRIN2A,0.0,0.8994177436404924
CLTC,6.738362528456217,1.117455921417883
DICER1,3.62993940943954,1.0922849818477964
WNK2,0.3561438102252753,0.8975904011509346
RAD21,6.837564863157148,1.04509909044499
SBDS,7.311793717753649,1.1780040695192249
MAP2K1,5.93451650158608,1.0241132057946944
FUS,8.382278170580719,0.8994177436404924
NTRK3,0.0,1.0241132057946944
NCOR2,5.238404739325079,0.9027720383090572
RFWD3,4.532316959332765,1.059836099947184
RANBP2,4.339850002884624,1.0839038104179106
TCEA1,6.96254902292306,1.0495398996792709
LEPROTL1,3.4789718050329426,0.6692747279345739
PABPC1,9.674863133091922,1.04509909044499
OLIG2,0.0,0.8968971576973561
SF3B1,6.597531174224212,1.0839038104179106
MLLT3,0.765534746362977,0.8975904011509346
MTCP1,1.5459683691052926,1.0373662059903566
ZFHX3,1.3391373849195856,1.059836099947184
A1CF,0.0426443374084937,1.3616012497034602
DCC,0.0,0.64169188194432
MED12,3.144046369616707,0.640206468069557
TAF15,7.446090773723216,0.961466264728214
PALB2,3.6380738371807184,0.8994177436404924
DCTN1,5.195741293246449,0.9031879441246532
SSX1,0.0,0.640206468069557
GATA1,0.0,0.640206468069557
PDGFRA,0.01435529297707,0.8843486739371291
BCL6,2.700439718141092,1.0735932810752538
NUP214,4.143230134776893,0.8975904011509346
PTPN6,4.381283372503783,0.8915301228476508
TET1,0.0,1.3616012497034602
SOX2,4.275007047499869,1.0735932810752538
PATZ1,3.4329594072761065,0.9145375933414428
PTPN13,0.0426443374084937,0.8786474484934187
PRCC,5.454175893185802,1.08286402215474
ERBB4,0.0,1.0839038104179106
KTN1,6.663202278579536,1.1017808918318492
KAT6B,2.594548549550354,1.3616012497034602
DGCR8,4.532940288372874,1.3480433857815817
LMO1,0.1110313123887439,1.1078846588238394
PTPRC,0.1505596765753814,1.08286402215474
TCF7L2,4.924099885640741,1.3616012497034602
SMAD4,3.730096465595469,0.64169188194432
EGFR,5.642701571833233,0.9033428972935268
MAML2,2.3757345385831563,1.0915322228400288
EPHA3,0.01435529297707,0.902222825924146
IDH2,4.779785005301132,1.0241132057946944
MSH2,4.425593577653059,0.9031879441246532
KDM5A,2.596935142387232,0.8915301228476508
KDM5C,4.348374075191163,0.640206468069557
NIN,3.323370069061269,1.1017808918318492
FOXO3,3.485426827170241,0.8769650700264217
AKT1,6.229972385112252,1.1235099856851405
ARAF,5.280956313831056,0.640206468069557
IKBKB,5.726286289720674,1.2933891209029058
ANK1,2.3045110418099526,0.8896029824267802
CD79B,0.0565835283663675,1.117455921417883
CHIC2,4.368069876532083,0.8843486739371291
SGK1,3.408711861029429,0.8769650700264217
TET2,1.918386234446348,0.8786474484934187
RAP1GDS1,4.605257262939004,0.8786474484934187
DDX10,5.783456654360239,1.0915322228400288
ELN,0.0285691521967709,1.6443092111891036
ZNF521,0.0,1.0866503968774892
FBLN2,0.137503523749935,0.8904118852647994
IRS4,0.0,0.640206468069557
CRTC3,2.608809242675524,1.0241132057946944
MYD88,4.484138131201669,0.902222825924146
TAL1,0.1890338243900171,1.2878340019277614
BCL9,2.992768430768924,1.0985609869203896
CDH1,7.392403294927882,1.059836099947184
AKAP9,4.00539998774259,1.3222680211474642
LZTR1,3.543495883425772,1.3480433857815817
ECT2L,0.0285691521967709,0.8769650700264217
JAZF1,0.8639384504239714,0.8982177556066012
FLCN,3.45022149589718,0.905777190078041
ZNF384,4.872336288104642,0.8915301228476508
CTNND1,6.516487980909974,1.1078846588238394
SMARCD1,4.849999259466098,0.9027720383090572
ABI1,4.044394119358453,1.0268126181317163
EPHA7,0.0,0.8769650700264217
KMT2D,3.956056652412403,0.9027720383090572
DCAF12L2,0.0,0.640206468069557
CDX2,0.0,1.051863978582858
KEAP1,5.607034345948616,0.9279183524706704
MSN,6.121429908948958,0.640206468069557
PRPF40B,3.614709844115208,0.9027720383090572
ETV1,0.7484612330040357,0.6426187339653547
POLG,4.998195503153252,1.0241132057946944
PPARG,4.628773595201645,0.8904118852647994
TNFAIP3,5.285032249622911,0.8769650700264217
BCL3,2.8298495598446904,0.92385922946708
CCND2,2.003602236680196,0.8915301228476508
TRAF7,5.872582544833223,0.8994177436404924
PDGFRB,0.070389327891398,1.070864743783282
TRIP11,3.321928094887362,1.0922849818477964
NONO,8.245837889607362,0.640206468069557
GPC3,0.2986583155645151,0.640206468069557
